smirks,k_kJ_mol_per_A2,length_A,cluster
[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]=[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],8047.710509765625,1.1913847923278809,4
[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],1850.126928466797,1.8003350496292114,21
[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],654.62643359375,1.816095232963562,-1
[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#7X3;r5:2],2556.938828125,1.366280436515808,-1
[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],4764.1980175781255,1.4875762462615967,8
[#6X4;r7:1]-[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],2367.071186035156,1.432035207748413,54
[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],4016.667324707031,1.3281848430633545,39
[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;r4:2],1684.8590561523438,1.4936094284057617,56
[#35X1;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;r6:2],1063.5309702148438,1.9745606184005737,6
[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],2544.454501464844,1.3858342170715332,45
[#6X3;r6:1]-[#6X4;r7:2],2029.433315917969,1.4979538917541504,55
[#6X1;!r3;!r4;!r5;!r6;!r7;!r8:1]#[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],10404.22899609375,1.1815330982208252,-1
[#6X4;r7:1]-[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],2732.107310058594,1.4598976373672485,-1
[#6X3;r5:1]=[#6X3;r5:2],3475.9118833007815,1.3343011140823364,39
[#53X1;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],1066.7931444091798,2.137930393218994,5
[#6X3;r7:1]-[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],4121.382752441406,1.3799525499343872,-1
[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],2171.2832758789064,1.656855583190918,14
[#7X3;r5:1]-[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],4382.768090820313,1.240070104598999,-1
[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#7X4;r5:2],2246.725515136719,1.5098216533660889,-1
[#15X4;r6:1]=[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],5160.734166015625,1.4501274824142456,8
[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;r4:2],1378.940701904297,1.7479686737060547,30
[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],1554.8286918945314,1.8400217294692993,33
[#6X4;r5:1]-[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],1582.33854296875,1.4782694578170776,-1
[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:1]=[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:2],3136.7361684570315,1.595801591873169,-1
[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#7X3;r4:2],1753.092041748047,1.402866244316101,46
[#6X3;r6:1]-[#7X3;r7:2],2689.01062890625,1.402857780456543,-1
[#16X4;r7:1]=[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],4472.539712890625,1.4295363426208496,8
[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],1837.781268310547,1.6962180137634277,23
[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#7X3;r6:2],1771.289658203125,1.372983694076538,35
[#6X4;r3:1]-[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],2479.597394042969,1.3566572666168213,44
[#6X4;r5:1]-[#6X4;r6:2],1983.9805810546875,1.516096830368042,61
