simple_id,param_id,smirks,equilibrium_value
b492,specificity=2 index=354 count=45,[#6X4;r4:1]~;@[#6X4;r6:2],N/A
b493,specificity=2 index=355 count=45,[#6X3;r5:1]~;@[#8X2;r6:2],N/A
b494,specificity=2 index=356 count=38,[#6X3;r3:1]~;@[#6X4;r3:2],N/A
b495,specificity=2 index=357 count=37,[#6X4;r6:1]~;@[#6X4;r7:2],N/A
b496,specificity=2 index=358 count=36,[#6X3;r7:1]~;@[#8X2;r7:2],N/A
b497,specificity=2 index=359 count=35,[#6X4;r7:1]~;@[#7X3;r6:2],N/A
b498,specificity=2 index=360 count=33,[#16X3;r5:1]~;@[#6X4;r5:2],N/A
b499,specificity=2 index=361 count=29,[#6X3;r5:1]~;@[#7X3;r7:2],N/A
b500,specificity=2 index=362 count=29,[#16X3;r6:1]~;@[#6X4;r6:2],N/A
b501,specificity=2 index=363 count=27,[#6X3;r5:1]~;@[#6X4;r4:2],N/A
b502,specificity=2 index=364 count=25,[#6X3;r7:1]~;@[#7X3;r5:2],N/A
b503,specificity=2 index=365 count=25,[#16X3;r5:1]~;@[#6X3;r5:2],N/A
b504,specificity=2 index=366 count=23,[#15X4;r6:1]~;@[#7X3;r6:2],N/A
b505,specificity=2 index=367 count=23,[#6X3;r6:1]~;@[#6X4;r4:2],N/A
b506,specificity=2 index=368 count=21,[#6X3;r7:1]~;@[#6X4;r5:2],N/A
b507,specificity=2 index=369 count=21,[#16X3;r6:1]~;@[#6X3;r6:2],N/A
b508,specificity=2 index=370 count=21,[#7X2;r7:1]~;@[#7X3;r7:2],N/A
b509,specificity=2 index=371 count=20,[#16X4;r6:1]~;@[#7X2;r6:2],N/A
b510,specificity=2 index=372 count=20,[#7X3;r6:1]~;@[#8X2;r6:2],N/A
b511,specificity=2 index=373 count=19,[#6X3;r4:1]~;@[#6X3;r6:2],N/A
b512,specificity=2 index=374 count=19,[#6X4;r5:1]~;@[#7X3;r4:2],N/A
b513,specificity=2 index=375 count=19,[#16X2;r7:1]~;@[#16X2;r7:2],N/A
b514,specificity=2 index=376 count=19,[#16X4;r4:1]~;@[#6X4;r4:2],N/A
b515,specificity=2 index=377 count=18,[#6X4;r3:1]~;@[#7X2;r3:2],N/A
b516,specificity=2 index=378 count=18,[#16X4;r7:1]~;@[#6X4;r7:2],N/A
b517,specificity=2 index=379 count=18,[#6X3;r8:1]~;@[#6X4;r8:2],N/A
b518,specificity=2 index=380 count=16,[#6X3;r6:1]~;@[#7X3;r4:2],N/A
b519,specificity=2 index=381 count=16,[#16X2;r7:1]~;@[#6X3;r7:2],N/A
b520,specificity=2 index=382 count=16,[#6X4;r8:1]~;@[#7X3;r8:2],N/A
b521,specificity=2 index=383 count=16,[#16X2;r3:1]~;@[#6X4;r3:2],N/A
b522,specificity=2 index=384 count=16,[#6X4;r8:1]~;@[#8X2;r8:2],N/A
b523,specificity=2 index=385 count=16,[#16X2;r6:1]~;@[#16X2;r6:2],N/A
b524,specificity=2 index=386 count=15,[#16X2;r6:1]~;@[#6X4;r5:2],N/A
b525,specificity=2 index=387 count=15,[#6X4;r5:1]~;@[#7X2;r6:2],N/A
b526,specificity=2 index=388 count=15,[#15X4;r5:1]~;@[#8X2;r5:2],N/A
b527,specificity=2 index=389 count=14,[#16X4;r6:1]~;@[#6X3;r5:2],N/A
b528,specificity=2 index=390 count=14,[#6X3;r6:1]~;@[#6X4;r8:2],N/A
b529,specificity=2 index=391 count=14,[#16X4;r6:1]~;@[#8X2;r6:2],N/A
b530,specificity=2 index=392 count=14,[#16X4;r7:1]~;@[#6X3;r6:2],N/A
b531,specificity=2 index=393 count=14,[#16X2;r8:1]~;@[#6X4;r8:2],N/A
b532,specificity=2 index=394 count=14,[#6X3;r7:1]~;@[#6X4;r6:2],N/A
b533,specificity=2 index=395 count=14,[#16X2;r4:1]~;@[#6X4;r4:2],N/A
b534,specificity=2 index=396 count=14,[#6X3;r3:1]~;@[#6X3;r3:2],N/A
b535,specificity=2 index=397 count=14,[#7X3;r5:1]~;@[#7X3;r6:2],N/A
b536,specificity=2 index=398 count=13,[#16X4;r5:1]~;@[#7X2;r5:2],N/A
b537,specificity=2 index=399 count=13,[#6X3;r4:1]~;@[#8X2;r4:2],N/A
b538,specificity=2 index=400 count=13,[#15X4;r6:1]~;@[#6X4;r6:2],N/A
b539,specificity=2 index=401 count=13,[#15X4;r5:1]~;@[#7X3;r5:2],N/A
b540,specificity=2 index=402 count=12,[#15X4;r5:1]~;@[#6X4;r5:2],N/A
b541,specificity=2 index=403 count=11,[#6X3;r5:1]~;@[#7X2;r7:2],N/A
b542,specificity=2 index=404 count=11,[#16X2;r6:1]~;@[#6X4;r4:2],N/A
b543,specificity=2 index=405 count=11,[#6X4;r6:1]~;@[#7X4;r5:2],N/A
b544,specificity=2 index=406 count=11,[#6X4;r4:1]~;@[#8X2;r5:2],N/A
b545,specificity=2 index=407 count=11,[#6X3;r5:1]~;@[#7X3;r4:2],N/A
b546,specificity=2 index=408 count=11,[#16X3;r5:1]~;@[#7X3;r5:2],N/A
b547,specificity=2 index=409 count=11,[#8X2;r6:1]~;@[#8X2;r6:2],N/A
b548,specificity=2 index=410 count=11,[#15X3;r5:1]~;@[#8X2;r5:2],N/A
b549,specificity=2 index=411 count=11,[#6X4;r4:1]~;@[#7X3;r5:2],N/A
b550,specificity=2 index=412 count=10,[#8X2;r5:1]~;@[#8X2;r5:2],N/A
b551,specificity=2 index=413 count=10,[#6X3;r6:1]~;@[#6X3;r8:2],N/A
b552,specificity=2 index=414 count=10,[#7X2;r7:1]~;@[#7X2;r7:2],N/A
b553,specificity=2 index=415 count=10,[#6X3;r8:1]~;@[#7X3;r8:2],N/A
